"Id","UserId","Avatar","Author","Content","Url","ReactionsCount","Depth","SubCommentsCount","CommentAt"
"Y29tbWVudDoxNDU3MDU5ODA2NDUwMzYxXzE2NTM4MjI3NjkyMTY0NDE=","100052391471997","https://scontent.fcgk43-1.fna.fbcdn.net/v/t39.30808-1/472710215_1144917157264656_6995377082628260556_n.jpg?stp=cp0_dst-jpg_s32x32_tt6&_nc_cat=107&ccb=1-7&_nc_sid=1d2534&_nc_eui2=AeEn-y_D3GN5CakRWiqhJHncjIvk_f3-nyWMi-T9_f6fJRFq6H4RWbzCmA6GUu-WtRSlAmzbAoNxTGQzhVUiDHn2&_nc_ohc=Y3hylX9OnYQQ7kNvwHqdl2n&_nc_oc=AdqZLt6NTtFFHlx704N55Zid0K5g9o8gQ6Ed8Eu_qVcrQvB6k9YhV4tG8jS--pljVQo&_nc_zt=24&_nc_ht=scontent.fcgk43-1.fna&_nc_gid=sNSjq35nitglX-hvtJYa1Q&_nc_ss=7b2a8&oh=00_Af5gT5mV9R1Q0oOTb-6TSPJp9Xdq5DO8_2BGf4ojArx8LQ&oe=6A18DE34","Om Ochan","JALAN TUNGGAL SORGA MODAL JANJI IMAM😅

😌 Coba kita pikir logis ya...
Dalam Islam itu para ulama punya banyak spesialisasi ilmu. Bahkan sejak ratusan tahun lalu sudah ada pembagian bidang keilmuan yang sangat luas:
📚 Ulama Tafsir → ahli menafsirkan Al-Qur’an
📖 Ulama Hadis → ahli sanad, rijal, jarh wa ta’dil
⚖️ Ulama Fikih → ahli hukum Islam
🧠 Ulama Ushul Fikih → ahli metodologi pengambilan hukum
🗣️ Ulama Nahwu & Balaghah → ahli bahasa Arab dan sastra
🧾 Ulama Aqidah → ahli pembahasan iman dan keyakinan
💓 Ulama Tasawuf → ahli tazkiyatun nafs dan akhlak
📜 Ulama Tarikh → ahli sejarah Islam
🧬 Ulama Falak → ahli astronomi Islam
🧮 Ulama Hisab → ahli perhitungan dan penanggalan
📑 Ulama Qira’at → ahli bacaan Al-Qur’an
🎙️ Ulama Tajwid → ahli makhraj dan hukum bacaan
🧭 Ulama Maqashid Syariah → ahli tujuan syariat
🧱 Ulama Ilmu Kalam → ahli debat dan bantahan pemikiran
📘 Ulama Musthalah Hadis → ahli klasifikasi hadis
🛡️ Ulama Jarh wa Ta’dil → ahli menilai perawi hadis
Dan masing-masing bidang itu melahirkan imam besar sepanjang sejarah 🌍
Mulai dari Imam Syafi'i, Imam Bukhari, Imam Nawawi, Ibnu Katsir, sampai Al-Ghazali.
🤔 Nah sekarang pertanyaannya...
Di LDII ada gak semua cabang keilmuan itu?
Ada gak ulama kelas dunia ahli sanad hadis?
Ada gak ahli tafsir yang diakui lintas umat?
Ada gak kitab rujukan besar karya mereka yang dipakai dunia Islam?
Ada gak mujtahid? ahli ushul? ahli jarh wa ta’dil? ahli qira’at? 🤨
Kalau tidak ada...
Terus maksud kalian apa saat memberi kesan bahwa kelompok sendiri adalah jalan tunggal menuju surga? 😅
🌍 Umat Islam itu miliaran.
📚 Ilmu Islam itu sangat luas.
🕌 Ulama Islam itu tersebar di berbagai negeri dan zaman.
Masa iya semua dianggap salah… lalu yang benar cuma kelompok kecil yang lahir kemarin sore? 😶
Kalau logikanya begitu, berarti: ❓Para imam besar salah?
❓Mayoritas ulama 1400 tahun salah?
❓Pesantren, universitas Islam, dan ahli hadis dunia salah?
❓Lalu kebenaran cuma “dimonopoli” satu kelompok sendiri?
😅 Masuk akal gak sih...?","https://www.facebook.com/reel/1639793937120765/?comment_id=1653822769216441","2","0","0","05/23/2026 20:27:11"
"Y29tbWVudDoxNDU3MDU5ODA2NDUwMzYxXzIyNTIxMjYxNjIzMDk3MTY=","100010804779688","https://scontent.fcgk43-1.fna.fbcdn.net/v/t39.30808-1/633290012_2720094625027337_8513686448181748954_n.jpg?stp=cp0_dst-jpg_s32x32_tt6&_nc_cat=108&ccb=1-7&_nc_sid=e99d92&_nc_eui2=AeEjJjv0NFUq7kDeznjl6jgJn4EepMBb9JOfgR6kwFv0k_exZqOgGOSGpOokJDqcUnEB8haBF5RmVKS0QApK47Tl&_nc_ohc=r2rRIDRTRAoQ7kNvwEJojSN&_nc_oc=AdrOlK7HmJHLJB6MThIv-zKw1L0n8mf815ZCyneDETlhSdu_xyIOA1pTEzDjz6vPxHw&_nc_zt=24&_nc_ht=scontent.fcgk43-1.fna&_nc_gid=sNSjq35nitglX-hvtJYa1Q&_nc_ss=7b2a8&oh=00_Af6CEWAosIcZMoH7djoevk8Yt7Rbcu8NBtmmpANaUs641g&oe=6A18F639","Baimking Brontak","LDII DAN SYI'AH Sama2 Aliran iblisss berkedok agama...
Jika sdh masuk dan Bai'at di LDII Berti bersedia jadi Anjing nya bpk imam LDII

https://scontent.fcgk43-1.fna.fbcdn.net/v/t39.30808-6/707114084_2816292692074196_3361654703687592238_n.jpg?stp=dst-jpg_p75x225_tt6&_nc_cat=101&ccb=1-7&_nc_sid=bd9a62&_nc_eui2=AeGuzMXe4kCX2Os534Z3bax8-K09dkBpbsL4rT12QGluwrH2DMZD1O-doe64q5rsqDeVi_QO_hmletynE297_SLW&_nc_ohc=4Zw5Bz0g8ZUQ7kNvwHsflrP&_nc_oc=AdrcSJlHloovf9Tj__TtfZJbTYUTlMunPdSa8lek0DL_Cwe93kv8Y8_-EEQ3genxhLI&_nc_zt=23&_nc_ht=scontent.fcgk43-1.fna&_nc_gid=sNSjq35nitglX-hvtJYa1Q&_nc_ss=7b2a8&oh=00_Af7K-K7VBG__vFUSHE5lPuu0FjZSyI1v6eKwFC53rCIWFQ&oe=6A18C448","https://www.facebook.com/reel/1639793937120765/?comment_id=2252126162309716","0","0","1","05/24/2026 09:58:31"
"Y29tbWVudDoxNDU3MDU5ODA2NDUwMzYxXzk4NjIwMzUxNDAxNTk1OA==","100012021825427","https://scontent.fcgk43-1.fna.fbcdn.net/v/t39.30808-1/702191392_2355706821506689_1997340712186842781_n.jpg?stp=cp0_dst-jpg_s32x32_tt6&_nc_cat=109&ccb=1-7&_nc_sid=e99d92&_nc_eui2=AeHy4zQTPM4pyWUxRKwE_Q43S3BAH0EEw0FLcEAfQQTDQQN37xM7fdjS8GWFiHl7IKGDMyBk_0sj2h1am2KermWF&_nc_ohc=qzPuqbCP8zQQ7kNvwEOb1Xd&_nc_oc=AdoWtbOhoYYdeQlGh0-pPgOchD7WdWq1o8FZySg-ognpRECez-sSH2D7ynw-JwD6OT0&_nc_zt=24&_nc_ht=scontent.fcgk43-1.fna&_nc_gid=ENGUJXKRkDCpXI7INMIPvg&_nc_ss=7b2a8&oh=00_Af5dmmiPRmqkrFfvSgZuNEg3Xo4PCDq8o2B0rmTWmHWUbg&oe=6A18E58B","Edo Dasimin","-Baimking Brontak penghinaan mu semoga ALLOH segera membalas nya  ....","https://www.facebook.com/reel/1639793937120765/?comment_id=2252126162309716&reply_comment_id=986203514015958","0","1","0","05/24/2026 13:21:39"
"Y29tbWVudDoxNDU3MDU5ODA2NDUwMzYxXzE1ODE0Nzk3ODcwOTg4NTM=","100000956346177","https://scontent.fcgk43-1.fna.fbcdn.net/v/t1.6435-1/49092706_2394980420543813_7200184257069711360_n.jpg?stp=cp0_dst-jpg_s32x32_tt6&_nc_cat=105&ccb=1-7&_nc_sid=1d2534&_nc_eui2=AeF5PvGagYaTl5h-13bmp1GGaYqR2dusZQtpipHZ26xlC6FZvuC0CTNaoSZnmALji2zSn6jp3hh8ulIDmUJ0Hxh8&_nc_ohc=GuC_X-1jVmEQ7kNvwEl-PkO&_nc_oc=AdodnccpeFwGd19EgitgeIjtXy-UI_zrIp5VoQgWK_chiDUTNAjwy50BeSixePNU2uc&_nc_zt=24&_nc_ht=scontent.fcgk43-1.fna&_nc_gid=sNSjq35nitglX-hvtJYa1Q&_nc_ss=7b2a8&oh=00_Af7btQ0iZdA8G1SbsDLAohLjLhXDWaoHZZbdneEavcMr5A&oe=6A3A630E","Agus Virmansyah Jokam","Pak pak susah ya ngomong jujur , seberapa pinter kamu membohongi orang tapi mayoritas muslim tau aqidahmu pak , kasihan jamaahnya yg jadi korban","https://www.facebook.com/reel/1639793937120765/?comment_id=1581479787098853","2","0","0","05/23/2026 18:46:40"
"Y29tbWVudDoxNDU3MDU5ODA2NDUwMzYxXzk3NDgxMDMyMjE3OTA3Ng==","100057416292494","https://scontent.fcgk43-1.fna.fbcdn.net/v/t39.30808-1/476159980_1095012855755914_778374282394288340_n.jpg?stp=cp0_dst-jpg_s32x32_tt6&_nc_cat=109&ccb=1-7&_nc_sid=2d3e12&_nc_eui2=AeE0dgp5bD3Mnmr8zScLxL46S2Dug4etdrZLYO6Dh612tqwP50zV9fWicyesHkETv_9My39qr-hW1GKa1jpeyzPf&_nc_ohc=-DQ7_AU2VyEQ7kNvwEbvYPW&_nc_oc=AdowpzgIxy5ApWdBvI-Ag3zSJAciLS2H_81IF8cwbD8ZpJrVxSCFAN7qxEfzxmcyJAA&_nc_zt=24&_nc_ht=scontent.fcgk43-1.fna&_nc_gid=sNSjq35nitglX-hvtJYa1Q&_nc_ss=7b2a8&oh=00_Af5u5USeLJXLamU1kvXKfidOVK6Ocfghm343VBQKU2tN-A&oe=6A18DD7C","Baju Muslimah Azzahra","semoga jokam 354 mendapatkan hidayah taufiq meninggalkan aqidah takfiry khawarij","https://www.facebook.com/reel/1639793937120765/?comment_id=974810322179076","2","0","3","05/23/2026 05:21:32"
"Y29tbWVudDoxNDU3MDU5ODA2NDUwMzYxXzI3MTg1NTYwNjE0NDEzODEy","61565937524896","https://scontent.fcgk43-1.fna.fbcdn.net/v/t39.30808-1/476027118_122134136414531250_8187978729782915017_n.jpg?stp=c0.0.480.480a_cp0_dst-jpg_s32x32_tt6&_nc_cat=108&ccb=1-7&_nc_sid=e99d92&_nc_eui2=AeGHncdeh7mCysYtMuWKFfei43wzZXt-h6HjfDNle36HoZfxTlcLDQlWoaJnOKqHwke7xUqyWtWLeiVDesSVK71G&_nc_ohc=E3FluWWkKy8Q7kNvwFteCI5&_nc_oc=AdrFiPhIcdxVaT5k4-XKnSKNuCXcIRNAi8D6fI9hfUGvX-Ls6IkIKDUOFZwtE1uTdHk&_nc_zt=24&_nc_ht=scontent.fcgk43-1.fna&_nc_gid=LAX7ChopfOzUjp907CYEZA&_nc_ss=7b2a8&oh=00_Af6hP-mT20YaPdGrcUTxEnth88IGhF-clXCLfRFcC1OXCg&oe=6A18CAAF","Muhammad Zaky","-Baju Muslimah Azzahra wkwkwkwk lucu dirmu","https://www.facebook.com/reel/1639793937120765/?comment_id=974810322179076&reply_comment_id=27185560614413812","0","1","0","05/23/2026 08:14:14"
"Y29tbWVudDoxNDU3MDU5ODA2NDUwMzYxXzE0MDg2ODgzMjc3MDE2MzE=","100010041589548","https://scontent.fcgk43-1.fna.fbcdn.net/v/t39.30808-1/690605068_3014963218848368_3425596116321799545_n.jpg?stp=cp0_dst-jpg_s32x32_tt6&_nc_cat=101&ccb=1-7&_nc_sid=e99d92&_nc_eui2=AeHQVoEsEuq6ZS5atvhgaLecyCFnvjGqMXTIIWe-MaoxdDF8KNVuvx-LTxDHRi9c8eYyq7zKRzPbyt6qKEFm8MrL&_nc_ohc=7iBQHP1PROsQ7kNvwG3oQdd&_nc_oc=Adquhk4kKf9EjoTdogR-s5biFgcrpJxUlLgYzJ6344OhOPmioZJNDcgJ7OQwTIULOaU&_nc_zt=24&_nc_ht=scontent.fcgk43-1.fna&_nc_gid=LAX7ChopfOzUjp907CYEZA&_nc_ss=7b2a8&oh=00_Af4p-gwarHEVGG522bs0KWOvzAGMzMSLO0cfOHnebXkrZA&oe=6A18DD9D","Rofik Araby","-Baju Muslimah Azzahraaamiin,","https://www.facebook.com/reel/1639793937120765/?comment_id=974810322179076&reply_comment_id=1408688327701631","0","1","0","05/23/2026 16:04:18"
"Y29tbWVudDoxNDU3MDU5ODA2NDUwMzYxXzk5OTUxNzczOTQyNDE0NA==","100006742299344","https://scontent.fcgk43-1.fna.fbcdn.net/v/t39.30808-1/679764858_4418071705094196_2651826507817168269_n.jpg?stp=cp0_dst-jpg_s32x32_tt6&_nc_cat=109&ccb=1-7&_nc_sid=e99d92&_nc_eui2=AeGP_11Ex5_GNpFVKb0EZr1cUX6sTgx6WItRfqxODHpYi5qFbbyQ5F29Nc0IX4yUXM-6AnD6rhSOFMQWmv9Yc2Jo&_nc_ohc=KC_CW1tK550Q7kNvwHcZ1dZ&_nc_oc=AdqeMxgAd9NsjQXzdL1nh2c6dRSeM93ojghrNWcX8yHd47PT_QmEmnRYjAGUXQh__8Q&_nc_zt=24&_nc_ht=scontent.fcgk43-1.fna&_nc_gid=LAX7ChopfOzUjp907CYEZA&_nc_ss=7b2a8&oh=00_Af5otNpoSBVhUmSnduj00xDX-kxlCxHe1ZT0uWBZFYaq3g&oe=6A18F61B","Moto Bulbul","-Baju Muslimah Azzahra 👈baby iblis ini selalu berkeliaran dan menebar kebencian ,.... Semoga mayatmu di tolak bumi","https://www.facebook.com/reel/1639793937120765/?comment_id=974810322179076&reply_comment_id=999517739424144","0","1","0","05/23/2026 21:09:19"
"Y29tbWVudDoxNDU3MDU5ODA2NDUwMzYxXzEwNDEzNzg5OTQ4ODE5NTk=","100051224424176","https://scontent.fcgk43-1.fna.fbcdn.net/v/t1.6435-1/168369844_286144833102995_388869806442802573_n.jpg?stp=cp0_dst-jpg_s32x32_tt6&_nc_cat=109&ccb=1-7&_nc_sid=e99d92&_nc_eui2=AeEhGPr4Pl2s9WojOSg7bvDYJinj3hgE8bcmKePeGATxtxfOzyrBEpKofOQuMLRD9qjlN7KuKBvrDOiHTUeEqbql&_nc_ohc=aOW20viJDJMQ7kNvwF_qfbO&_nc_oc=Adok6lUb0P13W-aFL8wj24_46CTSry_SwgWQM_W3gKUFlYw28TrYU5_vN-jTnNbRLX0&_nc_zt=24&_nc_ht=scontent.fcgk43-1.fna&_nc_gid=sNSjq35nitglX-hvtJYa1Q&_nc_ss=7b2a8&oh=00_Af5O9eSM7bPii00TjdKAH1WIOZnIpGRwb6iyHXcyXtlY4Q&oe=6A3A9316","Lamsin Zakmim","Penjelasan yang singkat tentang Hadist :
عَنْ مُعَاذَ بْنِ جَبَلٍ قَالَ: قَالَ رَسُوْلُ اللهِ صَلَّى اللهُ عَلَيْهِ وَسَلَّمَ: مَنْ كَانَ آخِرَ كَلَامِهِ لَا إِلٰهَ إِلَّا الله دَخَلَ الْجَنَّةَ
Dan Hadist tentang 73 golongan yang satu masuk surga","https://www.facebook.com/reel/1639793937120765/?comment_id=1041378994881959","0","0","0","05/23/2026 13:26:18"
"Y29tbWVudDoxNDU3MDU5ODA2NDUwMzYxXzk4Mjg1NDM3MTA1ODgyMQ==","61578137570096","https://scontent.fcgk43-1.fna.fbcdn.net/v/t39.30808-1/515033543_122095205324937919_7443918933155342971_n.jpg?stp=c0.0.960.960a_cp0_dst-jpg_s32x32_tt6&_nc_cat=109&ccb=1-7&_nc_sid=e99d92&_nc_eui2=AeGiFrZxkNEszRIThOSTEvUezgBheMa4gCHOAGF4xriAIejmIFJtjIQQ8Ljr6yJCg2Zg2Jqo89BjtJKQBuo1hMoA&_nc_ohc=KfGekig5JQkQ7kNvwFk8KHM&_nc_oc=Adq5uvQE6H-Jh8-VR-Jr5ZwK1pcAgpN4OlH4AUXZ9Thoja7NZwwW3qfnA_EVut-TyL0&_nc_zt=24&_nc_ht=scontent.fcgk43-1.fna&_nc_gid=sNSjq35nitglX-hvtJYa1Q&_nc_ss=7b2a8&oh=00_Af4W9riAXLQB34lqhFfP0o1Xze225FE-EPcc_DyHAO7dmw&oe=6A18DDAB","Rigano","manfaat bagi warga sekitar bok thing nggak ada. la wong nggak pernah kumpul sama masyarakat","https://www.facebook.com/reel/1639793937120765/?comment_id=982854371058821","0","0","0","05/23/2026 16:04:34"
