"Id","UserId","Avatar","Author","Content","Url","ReactionsCount","Depth","SubCommentsCount","CommentAt"
"Y29tbWVudDoxNDU2ODY2MDUzMTM2NDAzXzc5MzY3NTI3NzAxMzE1NQ==","100064390673613","https://scontent.fcgk43-1.fna.fbcdn.net/v/t39.30808-1/690899070_1446879057468436_8757414827086797559_n.jpg?stp=cp0_dst-jpg_s32x32_tt6&_nc_cat=1&ccb=1-7&_nc_sid=2d3e12&_nc_eui2=AeHSPt67w2euvmbq2qfctEY-qO2C8MqlQuOo7YLwyqVC44f2MkxQX_um_MHadQiwwwD6EsjjyiVq6KCt61zLrDI8&_nc_ohc=vP4yKmI7_X4Q7kNvwEIxswx&_nc_oc=AdrUmOJUofQ4tzgSuupQPmMVjoW1aGcFvo_bjy53ojdEuYn0qN-Yb9kkyyvlNddpBiU&_nc_zt=24&_nc_ht=scontent.fcgk43-1.fna&_nc_gid=1ulroQsWsjukNWfzuEinFA&_nc_ss=7b2a8&oh=00_Af4sFzyGdt7KargOBNs53iOr3YUn5bhZa5EBXczS8TW4FA&oe=6A18F9F5","Story About LDII","Sebelah semakin kelojotan! ☺️","https://www.facebook.com/reel/971539562537495/?comment_id=793675277013155","4","0","1","05/23/2026 12:48:14"
"Y29tbWVudDoxNDU2ODY2MDUzMTM2NDAzXzE2NzA5NjAxMzc0Mzk4MzA=","100078090463201","https://scontent.fcgk43-1.fna.fbcdn.net/v/t39.30808-1/525864201_746235607989448_1425519567943636736_n.jpg?stp=cp0_dst-jpg_s32x32_tt6&_nc_cat=103&ccb=1-7&_nc_sid=1d2534&_nc_eui2=AeEpsXHtjNsTERfQ0GokWiDhmZPrcbTcowGZk-txtNyjARLt3HfL5gbKs89RFi2bZwxvV0td9LL2cymwwR8vcS3g&_nc_ohc=9NbbysdJCoIQ7kNvwHAqE8A&_nc_oc=Adp32G5xwjWq0HloWLMNHw_NEcpmB84qvWjprYLoJ54ctk-WKOV6gMW3p-abOM6NsG0&_nc_zt=24&_nc_ht=scontent.fcgk43-1.fna&_nc_gid=WMBBd20ZvBbhb6xKRRsHqA&_nc_ss=7b2a8&oh=00_Af4RornjdFKtJgUyQfaewlMxAjUQ_T9OpPP_qnRgK8NwQg&oe=6A18D37D","Servis Kompor Gas","-Story About LDII sebelah yg memecah dari ldii ya kak yang membuat kelompok baru itu??","https://www.facebook.com/reel/971539562537495/?comment_id=793675277013155&reply_comment_id=1670960137439830","0","1","0","05/24/2026 16:55:32"
"Y29tbWVudDoxNDU2ODY2MDUzMTM2NDAzXzEyNzkyNzAwMDQzNzA5NDQ=","100075585781672","https://scontent.fcgk43-1.fna.fbcdn.net/v/t39.30808-1/698928571_984692737393577_1006561579447997784_n.jpg?stp=cp0_dst-jpg_s32x32_tt6&_nc_cat=111&ccb=1-7&_nc_sid=1d2534&_nc_eui2=AeGAbCM_kzwaDh3BXy7PNub9WlxiE8HNXcdaXGITwc1dx_ECjSBNgJRiJfKNCt5ZAWiZJcBcBaRoVmOUhwEL754s&_nc_ohc=Fm3ygwIdLuQQ7kNvwG3rSKm&_nc_oc=Adqsu1jeyVAJ2zjxwhTueq0Pp6dPHAVbd0eWjAQ6b4pp-5BdtHQUzM7ExA2gdpPnvJ4&_nc_zt=24&_nc_ht=scontent.fcgk43-1.fna&_nc_gid=1ulroQsWsjukNWfzuEinFA&_nc_ss=7b2a8&oh=00_Af5gMM21828OTrCtMVlX2B9AB7d2Fw8URT3jGTJY1itwnw&oe=6A18D7E3","Abdul Salam","Sukses buat DPD LDII kab bandung, semangat musda V","https://www.facebook.com/reel/971539562537495/?comment_id=1279270004370944","5","0","0","05/23/2026 10:51:22"
"Y29tbWVudDoxNDU2ODY2MDUzMTM2NDAzXzEyOTM0MzQ1MDk2NTAzMjU=","100013759086371","https://scontent.fcgk43-1.fna.fbcdn.net/v/t39.30808-1/492070627_2331284984006782_786843021487776440_n.jpg?stp=cp0_dst-jpg_s32x32_tt6&_nc_cat=100&ccb=1-7&_nc_sid=e99d92&_nc_eui2=AeGXY_YKpQeKlLrbwSvtoE6GxNg-yuLrH-vE2D7K4usf62Td_UeMMaBTa3868sXyY6Hpdn_N4e4wskpYF396U3b7&_nc_ohc=5Si1_4tb5ZAQ7kNvwHDT2aW&_nc_oc=AdpSKtKRkCvadJXO3-o6heWufn3zUSxp4NEBNFOkfqBCA48FRlMB6BLEz944p7u8w5o&_nc_zt=24&_nc_ht=scontent.fcgk43-1.fna&_nc_gid=1ulroQsWsjukNWfzuEinFA&_nc_ss=7b2a8&oh=00_Af7xy8kShk6bJHz96vtSbVuOzkx49to_zC9NqURgeGbA-w&oe=6A18ED56","Beck Sulaiman","Alhamdulillah barokah,

Biarkan yg sakit nyinyir 
Khafilah tetap berlalu.
🥰🥰 LDII 🥰🥰","https://www.facebook.com/reel/971539562537495/?comment_id=1293434509650325","4","0","0","05/23/2026 11:47:17"
"Y29tbWVudDoxNDU2ODY2MDUzMTM2NDAzXzk3MDE4MDExNTc4MzUwMw==","100022973743773","https://scontent.fcgk43-1.fna.fbcdn.net/v/t39.30808-1/596220311_2059909031451535_5578902041521667536_n.jpg?stp=c0.24.720.720a_cp0_dst-jpg_s32x32_tt6&_nc_cat=104&ccb=1-7&_nc_sid=1d2534&_nc_eui2=AeE4ENRLix6cHw3KlkDtICWrpyAy5iq6MOqnIDLmKrow6p50r77F5-ajpRYLPBgDdou-3w-gxtsKc5WAmpfaRD9w&_nc_ohc=yn5MsG7c0scQ7kNvwEcFOTW&_nc_oc=Adpi7cpNbXefY0C-hmKu5PTGxeEuh8kMONcQ6lhwMrA1VHKjiVYvKXvKH9-lz7MRm1c&_nc_zt=24&_nc_ht=scontent.fcgk43-1.fna&_nc_gid=1ulroQsWsjukNWfzuEinFA&_nc_ss=7b2a8&oh=00_Af7aU75OiZ3PxEvcZhTABZIOfVhxkeO3UTA6Eekg7m-nCg&oe=6A18D39E","Bahto Jito","Pada kenyata'an nya semakin ber kembang pesat.
meskipun ada yg dengki.","https://www.facebook.com/reel/971539562537495/?comment_id=970180115783503","0","0","0","05/23/2026 21:46:12"
"Y29tbWVudDoxNDU2ODY2MDUzMTM2NDAzXzIxOTUyMTA2NzEyMzEzNjU=","100012251221714","https://scontent.fcgk43-1.fna.fbcdn.net/v/t39.30808-1/677758229_2543783089373374_4887924990058917801_n.jpg?stp=c0.0.624.624a_cp0_dst-jpg_s32x32_tt6&_nc_cat=103&ccb=1-7&_nc_sid=1d2534&_nc_eui2=AeH6UBs-4ROsakiNahrSnzm_TY0dwRykIAxNjR3BHKQgDCi8jMV6mIew_hcRuZyBB6v6yceLPXLgUVDrDxD5pWpV&_nc_ohc=lrFvKBOlK6sQ7kNvwFdpQTR&_nc_oc=Ado82zW0TEIYP6YoaklKOvAj8jZ3fSZ_DMhXKvuUWgleM3e7rGfYLEGbbe0WEwfj4A4&_nc_zt=24&_nc_ht=scontent.fcgk43-1.fna&_nc_gid=1ulroQsWsjukNWfzuEinFA&_nc_ss=7b2a8&oh=00_Af6gTqHldz_CSub9CvvhSa6HVYlka8pSVpt8d7sSQOPheA&oe=6A18D6C4","Warsidi Ardiansyah","SEMOGA AMAN SEHAT SELAMAT LANCAR BERKEMBANG BAROKAH  

@ AAMIIN @","https://www.facebook.com/reel/971539562537495/?comment_id=2195210671231365","0","0","0","05/24/2026 21:21:14"
"Y29tbWVudDoxNDU2ODY2MDUzMTM2NDAzXzI3ODY2Mzc2MDA5NjE5Mzky","61573274597021","https://scontent.fcgk43-1.fna.fbcdn.net/v/t39.30808-1/525219205_122137793450775819_7693137194029333272_n.jpg?stp=cp0_dst-jpg_s32x32_tt6&_nc_cat=107&ccb=1-7&_nc_sid=e99d92&_nc_eui2=AeFZ5o5lZihiklyxE56bd80vKQZzl_9CfyIpBnOX_0J_IgP8y5uCKbtViiiTl-0ynEexBGA7crpWrxLkJoaHG-ry&_nc_ohc=VtByFsPY1dkQ7kNvwEwB_7Z&_nc_oc=AdrHFp0zBxS6pPgzInvUBbd8fE-ITApr8VnmAmfcnSP_CMs6XdPyCmSiL4yS2FJq6xE&_nc_zt=24&_nc_ht=scontent.fcgk43-1.fna&_nc_gid=1ulroQsWsjukNWfzuEinFA&_nc_ss=7b2a8&oh=00_Af49KH2pIJbMy4I3QUPxZcz8AXP_nefdQt8YHFggZ24zgQ&oe=6A18E5B4","Yusni Darwati","Mantap, keren abis 💪💪💪","https://www.facebook.com/reel/971539562537495/?comment_id=27866376009619392","0","0","0","05/24/2026 07:29:58"
"Y29tbWVudDoxNDU2ODY2MDUzMTM2NDAzXzE1MTYyNDc4MzM0NzA1ODc=","1604059514","https://scontent.fcgk43-1.fna.fbcdn.net/v/t39.30808-1/410381695_10223820684817427_9207618073638994100_n.jpg?stp=cp0_dst-jpg_s32x32_tt6&_nc_cat=107&ccb=1-7&_nc_sid=e99d92&_nc_eui2=AeG_9QK7CP1ucSw0OpgXRCe0eYdHSdQ9gxl5h0dJ1D2DGRclV2M3JqF2xH5jbQY4Ri7bGt53DPgfo1pTi0p5huLW&_nc_ohc=zvHOa1E6BVcQ7kNvwEswFmM&_nc_oc=AdoBCLockg2rQStYnaHTfUYNvkTlHo-UBL2F68-e7IWKKNKyC5avomynjRHXtJh2RpA&_nc_zt=24&_nc_ht=scontent.fcgk43-1.fna&_nc_gid=1ulroQsWsjukNWfzuEinFA&_nc_ss=7b2a8&oh=00_Af5rw6-NeSzb2njuxTUIWkmMEhwaSSLXawymGOV2nDQukg&oe=6A18F9A0","Sony Gass","Yang penting samikna wa atokna kepada imam...semoga allah aza wa jal selalu membimbing kita selalu dijalan yang benar..istiqomah menjalankan yang wajib dan yang sunah..dan diberikan oleha allah.ilmu yang benar agar bisa membedakan mana yang haq dan maana yan bathil..","https://www.facebook.com/reel/971539562537495/?comment_id=1516247833470587","1","0","0","05/23/2026 17:40:55"
"Y29tbWVudDoxNDU2ODY2MDUzMTM2NDAzXzg1NDY5MjkyNzcwODQxNA==","100043913208307","https://scontent.fcgk43-1.fna.fbcdn.net/v/t39.30808-1/657663067_1510097627130663_6757512041572108220_n.jpg?stp=cp0_dst-jpg_s32x32_tt6&_nc_cat=102&ccb=1-7&_nc_sid=1d2534&_nc_eui2=AeGvWYlXB5l2lLtllY1cbeIur9q0plWqR6yv2rSmVapHrGKEBXKbB9AQPs1fEiKoU5xQhcbZ6pq8W-NiQgiQ8CKa&_nc_ohc=uMbJYzRTFFQQ7kNvwGsPnAA&_nc_oc=AdqvfgLsnMUGUAG7l57Lv16h8hgaRVf5098Eo1sasz7aqpzA_r42s4tXvnR1axBZ5Tw&_nc_zt=24&_nc_ht=scontent.fcgk43-1.fna&_nc_gid=1ulroQsWsjukNWfzuEinFA&_nc_ss=7b2a8&oh=00_Af4pSGtZ0-aNr-ugLjfvXXyqKpWWlivIJ7t4UstJmeLbgw&oe=6A18D07C","Nani Balita","Hebat. 
Bergerak mantap dalam senyap","https://www.facebook.com/reel/971539562537495/?comment_id=854692927708414","0","0","0","05/24/2026 17:13:03"
"Y29tbWVudDoxNDU2ODY2MDUzMTM2NDAzXzE0MjM5NjY1NzYwODI0MzM=","61585762992002","https://scontent.fcgk43-1.fna.fbcdn.net/v/t39.30808-1/610937084_122102034849192099_6741706982499996524_n.jpg?stp=cp0_dst-jpg_s32x32_tt6&_nc_cat=108&ccb=1-7&_nc_sid=e99d92&_nc_eui2=AeFvQcijMs6BBDO6rxhslNmwVcwS0HEayghVzBLQcRrKCMcdnnNtesQwsDLoVgRTgqVKe8x0BgGh_YPMxjYIJDXy&_nc_ohc=BZAEvQOHey4Q7kNvwGFwKnh&_nc_oc=Adr4CKK79lwGgOn_0lGeuJajPDRNWQxMsE9ilZhz_VIQHA--wnMBbBaoGh19W4cYJWw&_nc_zt=24&_nc_ht=scontent.fcgk43-1.fna&_nc_gid=1ulroQsWsjukNWfzuEinFA&_nc_ss=7b2a8&oh=00_Af4oqxNCoMku4O4kmYmWC2x0kJuOSsG1_L1p0oPGDeJEQg&oe=6A18F379","Sutiyati Mrauke","SMG musda LDII kota Bandung berlajan aman dan lancar","https://www.facebook.com/reel/971539562537495/?comment_id=1423966576082433","0","0","0","05/23/2026 16:11:20"
